Survey ResponseID,Recency,Frequency,Monetary,AveragePurchaseValue,CustomerLifespan,MeanDaysBetweenPurchases,LogFutureCLV
R_1luTSUbcBgaFCl6,12,183,10463.46,57.17737704918032,1445,7.896174863387978,8.114381559723636
R_1lxYa2W6GgcAQ19,1,1300,23441.15,18.031653846153848,1460,1.123076923076923,8.971862346286585
R_1lztobDYoYyZWKF,289,4,138.76999999999998,34.692499999999995,1419,354.75,5.541106670109081
R_1mC1GkAuzW7JKI5,33,195,3191.63,16.367333333333335,1357,6.958974358974359,5.923132171731157
R_1mCArFpkZ7kWlAC,22,147,4899.85,33.33231292517007,1443,9.816326530612244,6.537329075518489
R_1mCoq1CQXRu1pPq,4,181,3461.48,19.124198895027625,1422,7.856353591160221,6.989777564459526
R_1mCx1yadrDajX5p,0,208,4830.29,23.222548076923076,1320,6.346153846153846,7.2449129948944435
R_1mDGRWnbj1blLnE,10,83,1747.32,21.052048192771082,715,8.614457831325302,5.538318034928669
R_1mDjlyYfCts4tkF,1,366,7841.3,21.424316939890712,1435,3.920765027322404,6.132942407757314
R_1mDwYDGIlYK1ixQ,3,145,5024.94,34.654758620689655,1288,8.882758620689655,7.582061070108725
R_1mEi3MqeroX89Wl,545,10,213.45999999999998,21.345999999999997,1458,145.8,4.299324142908639
R_1mEl7bQFxeR8t4T,21,85,1847.4,21.734117647058824,1425,16.764705882352942,6.675570983015779
R_1mEmb9jWLRYCU4e,3,755,19154.38,25.37003973509934,1458,1.9311258278145695,8.59069269277486
R_1mI2VIesV2bWn6N,7,183,3855.11,21.066174863387978,1450,7.923497267759563,6.812653077548811
R_1mICX7DrNVfVtgf,14,28,569.61,20.343214285714286,794,28.357142857142858,6.9866403938266295
R_1mKnaXjPjypgoAA,134,67,1886.8999999999999,28.162686567164176,1321,19.71641791044776,6.913816870360733
R_1mORsCmVhA1gSC0,5,129,3077.27,23.85480620155039,1433,11.108527131782946,7.5401540800679845
R_1mOvgrdXye7PU81,16,130,4134.9,31.806923076923074,1454,11.184615384615384,6.315520736923973
R_1mQQFMBJoXxk4Zw,288,12,345.36,28.78,760,63.333333333333336,6.700423559184014
R_1mQUNdA7gRaxdUg,54,44,606.0,13.772727272727273,1450,32.95454545454545,5.310937397904139
R_1mQrQ5EFGvbBRLb,3,675,24166.54,35.80228148148148,1451,2.14962962962963,8.954952515683729
R_1mUW1hZcQUZI5jt,15,12,199.89,16.6575,114,9.5,6.321685140006083
R_1me0lzzGKNICzOj,4,480,9983.04,20.798000000000002,1455,3.03125,7.2562196078841845
R_1meEApGTqRnvC4S,6,555,13147.43,23.689063063063063,1456,2.6234234234234233,8.425378295982286
R_1meX9dBVU2swMtm,4,470,8514.210000000001,18.115340425531915,1452,3.0893617021276594,7.346410129934619
R_1mebUZZHsgPDgzX,6,295,3977.93,13.48450847457627,1450,4.915254237288136,7.644622650231625
R_1mf98AYyqqPtPn7,17,189,4450.47,23.54746031746032,1449,7.666666666666667,7.323164117261619
R_1mfQPUpLqG4GsHt,2,134,3146.98,23.484925373134327,1450,10.82089552238806,6.870375270691737
R_1mfuT6auftGhLUH,78,49,903.28,18.434285714285714,451,9.204081632653061,3.9110225050945626
R_1mjVHaKO1NUsecO,15,217,7849.3,36.17188940092166,1415,6.52073732718894,7.6690096055566785
R_1mkC8WSOkIEioTC,9,148,7707.19,52.075608108108106,1431,9.66891891891892,5.450652112851316
R_1mkjLIewa5Obhi4,540,7,98.96,14.137142857142857,1298,185.42857142857142,6.392352529473033
R_1mmfHbDmV4kYB0s,23,38,839.6,22.094736842105263,1131,29.763157894736842,6.252982299539083
R_1mqJlKX7N1NOaMS,12,426,7118.44,16.70995305164319,1458,3.4225352112676055,7.2926162386618625
R_1mqSHLVL1TXQE6T,33,74,2632.0,35.567567567567565,1458,19.7027027027027,4.923987487370583
R_1mrt1zJj92qJsQN,18,82,2119.07,25.842317073170733,1434,17.48780487804878,6.837987107027434
R_1msVUYm2myweAcp,16,94,3173.57,33.761382978723404,1422,15.127659574468085,6.947466256551562
R_1msYd9aPVkQcY8T,0,442,10856.76,24.562805429864255,1423,3.2194570135746607,7.476138237008744
R_1msgjdqXJyBL8uJ,133,1,5.81,5.81,133,133.0,7.235878473431441
R_1mt1xnQvlBNBWSY,16,157,6951.19,44.27509554140127,988,6.292993630573249,6.999294722122589
R_1mwMGZGvmcaA4pd,12,430,7928.08,18.43739534883721,1408,3.2744186046511627,8.19547714472819
R_1mxX9jjBSLwxiDU,32,196,2100.92,10.718979591836735,1454,7.418367346938775,6.522136914844056
R_1myeUpVwl79jE6X,5,421,3666.8,8.709738717339668,1421,3.375296912114014,7.851968523649827
R_1mzxeFCZSlcG18B,3,532,10133.72,19.048345864661652,1458,2.7406015037593985,8.157055114893115
R_1n0dOD9WksQry1T,10,146,2475.05,16.952397260273973,1450,9.931506849315069,6.0260350416581465
R_1n0nSAtvGuGWq79,4,354,10511.7,29.69406779661017,1352,3.8192090395480225,7.732386758298978
R_1n1v2rlOuRZSVHe,2,397,7013.49,17.666221662468512,1284,3.234256926952141,9.172759992739314
R_1n2XyR9n5YE8q8W,2,198,5117.7,25.846969696969698,1420,7.171717171717172,6.363803664784045
R_1n6AsdImGHrq26m,9,247,8598.45,34.81153846153846,1459,5.906882591093117,7.847750818654943
R_1n6GpJR7EUFnaWr,11,44,2747.58,62.445,1108,25.181818181818183,6.174265155804915
R_1n6oODT2QBAqqOO,1,259,7333.07,28.313011583011583,1459,5.633204633204633,7.761067871689326
R_1n7TASZb65IwVOI,39,27,423.04,15.668148148148148,1119,41.44444444444444,4.532061714167453
R_1n8BvyizxzPXoSE,4,277,8545.75,30.851083032490976,1453,5.245487364620939,8.636150648281092
R_1n8Ra4QBF4msgGV,8,73,1352.07,18.521506849315067,1301,17.82191780821918,6.387098150636191
R_1n8h8059UUul8Dr,6,284,11798.71,41.54475352112676,1458,5.133802816901408,8.1158017745493
R_1n8k1q4epLdcZ6Z,21,255,3385.98,13.27835294117647,1441,5.650980392156863,7.3411662387407
R_1nOCRAcsi1AU77q,4,339,7391.46,21.80371681415929,1459,4.303834808259587,8.059772464368875
R_1nOCbm9LVjgq65b,1,553,11972.23,21.649602169981915,1438,2.600361663652803,7.982986344812335
R_1nORk4YlSycK1zx,17,122,3096.58,25.381803278688523,1456,11.934426229508198,3.7839623353606284
R_1nSXVl0LaFfKuDi,14,77,1816.14,23.586233766233768,1335,17.337662337662337,6.408775877499828
R_1nSZ41dwhExEHOB,0,179,6096.86,34.06067039106145,1432,8.0,7.571097677049877
R_1nVqc225Z4eIuF5,70,16,390.61,24.413125,1449,90.5625,7.23075140505886
R_1nW6XSWKs4hCzUa,5,524,20693.16,39.49076335877862,913,1.7423664122137406,7.08368981545124
R_1nZzu0Kj9WQ8P4x,1,300,4995.68,16.652266666666666,1458,4.86,7.671659107992883
R_1o4IsRkXnLlSU6K,1,2405,35693.47,14.841359667359669,1460,0.6070686070686071,9.359682365725387
R_1o4QBmClTTv8jkV,13,245,8612.91,35.15473469387755,1356,5.53469387755102,9.585797717074998
R_1o6au5rOnBHoiU9,1,445,10043.13,22.568831460674154,1444,3.244943820224719,8.326678966175136
R_1o76EOS42TBWhZ1,30,125,2094.69,16.75752,1420,11.36,7.679824539546916
R_1o7MWFPepoKDkKh,121,30,676.64,22.554666666666666,1446,48.2,5.536191882462241
R_1o7tSCX9RpxAbC9,7,175,3452.6,19.729142857142858,1242,7.097142857142857,7.03097241203947
R_1oAMGpojZBCuYA3,3,162,9408.47,58.07697530864197,1422,8.777777777777779,9.002798233240565
R_1oBAlEyCcdvHU6N,20,103,1422.31,13.80883495145631,1399,13.58252427184466,3.5524868292083815
R_1oFRyes3ggnKU4B,5,463,13177.26,28.460604751619872,1454,3.140388768898488,7.821979877872802
R_1oFSDeGAQcUN2v8,0,659,13296.34,20.176540212443097,1440,2.1851289833080423,8.621648697676571
R_1oGgkjm7HxJ8qBl,6,79,4366.7699999999995,55.27556962025316,895,11.329113924050633,8.188214011595965
R_1oGw5Bp0BwUEDJc,1,414,10374.41,25.058961352657004,1415,3.417874396135266,8.287226414753903
R_1oHfxbnrluT6eo4,32,57,748.04,13.123508771929824,1453,25.49122807017544,6.23988590560646
R_1oHiQI5hcXpntpV,32,85,1331.42,15.663764705882354,1107,13.023529411764706,7.140437195115041
R_1oI7uUUxS2QV8f8,22,127,2787.2999999999997,21.947244094488187,384,3.0236220472440944,7.267441683917003
R_1ob8zZqeqvY3QFc,8,111,10499.88,94.5935135135135,1018,9.17117117117117,7.216202750410788
R_1obTvqaqyTDLSN2,4,260,5379.76,20.691384615384617,1420,5.461538461538462,8.09371583233129
R_1obsgZ53Sal9ZAu,19,41,1022.6800000000001,24.943414634146343,1330,32.4390243902439,6.646650221380808
R_1obwpb6iowh7vew,6,1238,17140.87,13.845613893376413,1447,1.1688206785137318,8.469476650706827
R_1ocN9papgWPG37j,88,128,5006.18,39.11078125,1361,10.6328125,7.380449036585749
R_1od3pz9nFmDAkiu,0,1285,34431.96,26.79529961089494,1460,1.1361867704280155,9.290997352483986
R_1odlzSMsCNFupb4,1,702,15139.619999999999,21.566410256410254,1459,2.078347578347578,6.398378604981251
R_1ogPEvMIjoSK6eE,134,35,1293.55,36.958571428571425,1256,35.885714285714286,7.3256429070888585
R_1oiNHhsqcjHyaxb,8,215,4770.78,22.18967441860465,1173,5.455813953488372,8.26980049166689
R_1ojO3nxlUuAWLyE,41,599,13040.56,21.770550918196996,1459,2.4357262103505843,8.934572377531032
R_1ona5EOOGNmsNZI,2,248,6573.01,26.50407258064516,1457,5.875,7.753756584920051
R_1ooLwPR89VoxnlF,101,263,4791.14,18.21726235741445,1390,5.285171102661597,7.084335385146978
R_1opr0et32YrgTVb,45,23,1652.73,71.85782608695652,1336,58.08695652173913,3.5550623063795967
R_1oqo8TsBiNOQg4v,7,383,7030.33,18.355953002610967,1450,3.7859007832898173,7.805776128306506
R_1ot2z2xc5wpqufx,4,208,3870.64,18.60884615384615,1454,6.990384615384615,7.673790402047919
R_1otq0g5FLSi9hVw,10,433,12671.73,29.264965357967668,1458,3.367205542725173,7.915994181800669
R_1ou69fj4DQGsVcp,0,164,6170.86,37.62719512195122,1130,6.890243902439025,6.170781594881638
R_1ouMT1Wc1YZ5fWI,5,116,2334.74,20.12706896551724,1451,12.508620689655173,6.785779716956412
R_1ouRfsTlr2iWPge,0,401,8650.22,21.571620947630922,1456,3.630922693266833,6.898563160613222
R_1ovTLgykjbQcYOB,0,1027,25304.63,24.639367088607596,1458,1.4196689386562804,8.146338183903671
R_1ovU2FdmDWK1ZHm,45,38,1035.27,27.24394736842105,1453,38.23684210526316,5.66922553584749
R_1ovW8kFNzyVw0Cx,8,217,5492.81,25.312488479262676,1451,6.686635944700461,6.8553244957941635
R_1ovZlwoOEVQNF6w,0,329,7565.76,22.996231003039515,1458,4.4316109422492405,7.528810146888856
R_1ovuYxa7VKAqqI6,7,69,1519.7,22.024637681159422,898,13.014492753623188,6.06951295980428
R_1ow0Om61pqBADXh,13,108,2292.43,21.226203703703703,1451,13.435185185185185,6.711922860160235
R_1owkdABF1wNKFKI,11,267,3650.97,13.674044943820224,1407,5.269662921348314,7.5454320320160075
R_1oz0v0ZOUMJu105,0,564,9307.76,16.503120567375888,1454,2.578014184397163,8.162507695783658
R_1pA325VZl0b6qNx,3,1122,25984.09,23.15872549019608,1460,1.3012477718360071,9.018253287251948
R_1pArVyCAH9yJD1X,5,166,2734.58,16.473373493975902,1451,8.740963855421686,7.172938642974956
R_1pDUHsNfwFbm6xw,0,1376,23724.11,17.241359011627907,1457,1.0588662790697674,8.599641004503619
R_1pDWbdAWjte1JTJ,5,516,18591.66,36.0303488372093,1450,2.810077519379845,9.019777750700644
R_1pEh9snKHmvLyFZ,15,246,4312.66,17.531138211382114,1356,5.512195121951219,7.451758392354124
R_1pFnsnm5zQGfh2E,275,9,410.15000000000003,45.57222222222222,687,76.33333333333333,5.390577444973334
R_1pGQGMurTlAloRf,5,652,11984.61,18.381303680981596,1457,2.2346625766871164,7.847039619981714
R_1pKZVLBbrpZM8bP,0,742,16632.82,22.41619946091644,1460,1.9676549865229112,8.100288904670885
R_1pL4BK9laiUNvWN,2,40,1137.41,28.435250000000003,1459,36.475,5.9356346621473115
R_1pLs697IiOAJCa7,13,374,5819.4,15.559893048128341,1459,3.9010695187165774,7.33240190650623
R_1pMUQH27gPJQw04,0,94,1542.3899999999999,16.408404255319148,140,1.4893617021276595,8.75452994106602
R_1pPw8i2Yto3pLYu,8,57,1593.22,27.95122807017544,1353,23.736842105263158,6.052230335430545
R_1pSArFUB4sIGaNg,31,73,3116.0299999999997,42.68534246575342,770,10.547945205479452,7.470167154219561
R_1pSEkm1mOy4kpKO,214,75,3420.59,45.607866666666666,1424,18.986666666666668,5.9469377817245075
R_1pSRbGT6WzVupZo,13,168,5804.35,34.54970238095238,1373,8.172619047619047,6.963861472766009
R_1pWJvtYt20XIeSA,20,261,4367.7,16.73448275862069,1459,5.590038314176245,5.54556799320548
R_1pXW6O7eeECXNNK,7,87,2570.46,29.54551724137931,1095,12.586206896551724,7.640397173615222
R_1pXmZFz3j3TjBxz,1,235,4814.16,20.48578723404255,1429,6.080851063829787,7.077422101317844
R_1pZ3iFUrVbcqgdX,0,718,18952.6,26.396378830083563,1457,2.0292479108635098,8.421937010153965
R_1plD4x5sccHA0kX,1,89,2816.63,31.647528089887643,1390,15.617977528089888,6.908964547522122
R_1plN2AGfPYfGLdD,13,59,1148.78,19.47084745762712,1372,23.25423728813559,7.823297730964711
R_1pm2Wo5wrQSY0Gm,1,866,13384.71,15.455785219399537,1447,1.6709006928406467,7.991859499407014
R_1pnhq1TIYM82Ou1,2,311,4574.07,14.707620578778133,1339,4.305466237942122,6.820572978294975
R_1prtkRarVfaLJU8,3,94,2412.43,25.66414893617021,1440,15.319148936170214,5.324082574434063
R_1ps5hYxMGQuqcuP,1,208,6743.38,32.42009615384615,1421,6.831730769230769,6.9307879780927095
R_1psTlOFeWx4gWdX,5,428,9631.64,22.503831775700935,1459,3.4088785046728973,7.828607591011907
R_1ptXmYOKR345Q4x,17,31,1088.35,35.108064516129026,924,29.806451612903224,6.138461125842323
R_1ptwRLUhiJsYcal,9,86,1672.94,19.45279069767442,1457,16.941860465116278,7.104127658998752
R_1pu0ApV4WUQDdWW,2,329,7678.24,23.338115501519756,1460,4.437689969604863,7.134452508495644
R_1pu4x2PBb4LrSWk,2,621,15806.68,25.453590982286634,1447,2.3301127214170694,8.688254927015336
R_1pu6yYPsuymsIIz,2,543,13755.74,25.332854511970535,1421,2.6169429097605894,8.71646855021244
R_1pu7qL1RTxOuadp,16,60,1932.72,32.212,1441,24.016666666666666,6.321972604748715
R_1pxM7P5tV3JinW2,15,193,3482.95,18.046373056994817,1367,7.082901554404145,8.107168705122033
R_1q2PkAEghQ6YRci,262,20,312.08,15.604,1268,63.4,2.301584592660462
R_1q3UKgnUTHUnyI9,6,225,5279.53,23.464577777777777,1046,4.648888888888889,7.363964197205683
R_1q3vKaKE1RXo08q,27,41,1305.53,31.842195121951217,1404,34.24390243902439,6.157826084323207
R_1q4eVtHN10S5gPB,1,414,8240.4,19.904347826086955,1456,3.5169082125603865,8.049372777221219
R_1q51MUZiWC54X4d,97,82,1483.52,18.09170731707317,1438,17.536585365853657,5.085928278131687
R_1q7AvsyRPpTSWFi,20,357,15177.0,42.51260504201681,1456,4.078431372549019,8.28791586691839
R_1q7GuBNrrAGdxx3,1,447,11595.19,25.940022371364655,1438,3.2170022371364655,8.779452835026541
R_1q9cuo94fxvO4rl,4,275,8318.08,30.247563636363637,1441,5.24,6.974432137246417
R_1qU5mT6xlj8KYSL,0,1239,24519.96,19.790121065375303,1454,1.1735270379338176,9.205014213140768
R_1qXa6rLKlwTkwDN,0,459,14259.35,31.0661220043573,1459,3.178649237472767,7.435266913731312
R_1qaDMcvmS2zi8dl,1,221,5198.9,23.52443438914027,786,3.5565610859728505,8.373272011391661
R_1qb1cFLNdiuFGt2,2,309,8385.63,27.13796116504854,1453,4.702265372168285,7.722367596823259
R_1qbblQgKWPBaDgI,11,458,9907.17,21.63137554585153,1432,3.126637554585153,7.578534143680074
R_1qdM04tmzKHGwRP,55,8,881.38,110.1725,1438,179.75,6.045976406354246
R_1qdM6yLQigCFrkd,16,379,8805.1,23.232453825857522,1443,3.807387862796834,8.001214312409447
R_1qeyM2GF7cedcyA,5,61,1570.59,25.747377049180326,1440,23.60655737704918,6.221027450224375
R_1qfF8W5w5vEIPDa,3,149,3545.73,23.796845637583893,1108,7.436241610738255,7.37573185514324
R_1qfSXsAL6NQlvsB,10,141,5288.2,37.50496453900709,1379,9.78014184397163,5.686466752446513
R_1qfUBCkCaoauqLZ,21,90,1729.9,19.221111111111114,563,6.2555555555555555,7.176705500651893
R_1qgPz4asGPArm6S,27,52,1083.01,20.827115384615386,1095,21.057692307692307,5.588670867554977
R_1qgQimbKowqGngY,1447,1,29.99,29.99,1447,1447.0,4.532922021780467
R_1qh2Jd0oysYajeA,5,46,1045.28,22.723478260869566,1200,26.08695652173913,7.582432943258421
R_1qhe0MeBprincPa,17,34,1193.55,35.10441176470588,431,12.676470588235293,6.6715518170791395
R_1r18PD3TjJe3i53,2,861,18869.94,21.916306620209056,1416,1.6445993031358885,8.91335650499275
R_1r2BD0NVLJaM7rU,1,760,22394.27,29.466144736842107,1458,1.918421052631579,8.534944696991893
R_1r33v6LzEZZ2k55,0,382,8824.49,23.100759162303664,1453,3.803664921465969,8.52868688512745
R_1r383E60yWIJ5G0,60,36,904.55,25.126388888888886,1441,40.02777777777778,5.198165484597595
R_1r67uJMT2pr31JQ,8,243,4250.67,17.49246913580247,1445,5.946502057613169,7.256925130035096
R_1r6N3kesE63C7Fn,1,49,1102.81,22.506326530612245,1421,29.0,6.536329213097395
R_1r7hO2SIueII6PO,18,55,1200.8500000000001,21.833636363636366,519,9.436363636363636,7.596542970764629
R_1r7jkZtN6gSkJyg,2,259,6824.61,26.34984555984556,1456,5.621621621621622,8.192160868737542
R_1r82CKnMNz2scZO,1244,54,1059.68,19.623703703703704,1453,26.90740740740741,7.016089369181796
R_1r8gY2xmbOaJ5pE,3,211,4259.9,20.18909952606635,1118,5.298578199052133,6.8079901907925615
R_1r8u9f1vT8Y3HrC,6,641,14096.57,21.991528861154446,1454,2.268330733229329,7.888702025091279
R_1rAK3r0iMJ5BheI,31,49,679.48,13.866938775510205,1411,28.79591836734694,5.96375927601576
R_1rAoEVZg0xO49I3,2,398,10352.03,26.010125628140706,1450,3.64321608040201,7.990441417099987
R_1rCUSJlDlnXVC1y,4,663,10529.65,15.88182503770739,1460,2.20211161387632,8.293369408797163
R_1rHP3EmlowTtvaq,253,17,416.26,24.485882352941175,1218,71.6470588235294,4.004784485509457
R_1rHtpq9LwtHa0V4,25,172,2772.3,16.118023255813956,1352,7.8604651162790695,6.081922062668556
R_1rJ5snEIaDSYcnn,4,139,8658.94,62.294532374100726,1453,10.453237410071942,6.023326520256726
R_1rMlnoUATCyO8KK,11,16,442.42,27.65125,693,43.3125,6.581138319191651
R_1rMs03OIf8bVbx6,11,20,919.98,45.999,1434,71.7,9.157779959343806
R_1rN94b3BDRwMVcm,9,45,803.98,17.866222222222223,1346,29.91111111111111,5.616371017645232
R_1rNf6ssFroMth4I,10,133,8317.34,62.53639097744361,1451,10.909774436090226,7.636993279686436
R_1rPQIXSf3d1wvFO,31,478,10182.23,21.30173640167364,1450,3.0334728033472804,8.706930516636655
R_1rcadhCsG2vfzpY,7,154,5944.65,38.60162337662337,1373,8.915584415584416,7.990183983709455
R_1rj2wuzuPHoYYzb,21,67,2697.46,40.260597014925374,1203,17.955223880597014,6.788487391478677
R_1rkUn6bWRLPJ6Hy,75,32,396.48,12.39,970,30.3125,6.297661653557477
R_1rlHEnAuKz9LH9S,14,318,6366.9,20.021698113207545,1316,4.138364779874214,7.731123378590665
R_1rlhYXAI77eUSbB,9,260,3776.54,14.525153846153845,1449,5.573076923076923,7.281378781234142
R_1roTOelTygZr5G8,0,1056,38066.5,36.04782196969697,1457,1.3797348484848484,9.401154101317452
R_1roblAhHdx5MsWd,32,27,772.39,28.607037037037035,1366,50.592592592592595,5.140668909958966
R_1rpJ78WSTGhkjf3,71,82,2769.54,33.77487804878049,1115,13.597560975609756,5.662092047601992
R_1rpKvwP7VAtzJqH,2,138,2870.39,20.799927536231884,1431,10.369565217391305,6.297440756715404
R_1rq9oimamSF6rsF,7,179,3788.59,21.165307262569833,1453,8.11731843575419,7.597326071884927
R_1rqc9qLvNu03vWC,4,611,14127.62,23.12212765957447,1460,2.3895253682487727,8.74855091386481
R_1rr9XOz2pHFyWi3,21,158,3247.57,20.554240506329116,1459,9.234177215189874,6.544789158454999
R_1rrC3Wsd5Y38mOA,23,72,1399.71,19.440416666666668,1281,17.791666666666668,6.051689088903077
R_1rrj7tv0EQwdKmn,1,436,7022.98,16.10775229357798,1147,2.6307339449541285,7.961059832779022
R_1rv4LkeRqQ0L6W7,203,2,245.27,122.635,560,280.0,4.623402954249151
R_1rv6C0xXvnmfYMh,4,198,5009.67,25.301363636363636,1428,7.212121212121212,7.371413820668032
R_1rvSssRW5hO4UME,2,385,7556.92,19.628363636363638,1416,3.677922077922078,7.641165898098995
R_1rwP479XGz8y5Wk,7,99,2039.09,20.596868686868685,1382,13.95959595959596,5.676822293073418
R_1rwPbDimMLAMIjX,4,211,6640.89,31.473412322274882,1424,6.748815165876778,8.73248197465107
R_1rwhkWp9UYemFEH,25,234,4216.91,18.020982905982905,1458,6.230769230769231,7.504187793909118
R_1rwrLVr6jBONnIg,1,2572,54509.34,21.193367029548988,1459,0.5672628304821151,9.283720007528613
R_1rwuX4wk0894iAd,279,112,2686.73,23.988660714285714,1445,12.901785714285714,6.867724637925783
R_1rxh8W9RfDR9wu7,1,160,2820.33,17.6270625,1452,9.075,6.750832426900244
R_1zVJnDAfoFLamOd,3,592,10826.41,18.28785472972973,1456,2.4594594594594597,8.462872160161155
R_20M6h8zoTN9Ddxq,16,1098,11169.14,10.172258652094717,1459,1.3287795992714027,6.222278604726411
R_20MRqdCxs3CJOBI,0,1062,28195.45,26.549387947269302,1458,1.3728813559322033,9.113887839935927
R_20Mey89p8tRQZQv,0,726,14622.63,20.141363636363636,935,1.2878787878787878,8.61472816725277
R_20Msk5SVRSNd9IG,12,151,1997.55,13.228807947019867,933,6.178807947019868,6.163883063597219
R_20O6baqxT4T2CbA,23,730,25515.84,34.95320547945205,1450,1.9863013698630136,9.102045555465303
R_20OIhkKq0f47R7P,4,115,2053.8,17.85913043478261,1450,12.608695652173912,5.7120812774708964
R_20ON9TjJWV64IZO,15,306,8252.17,26.967875816993466,1455,4.754901960784314,8.02161407996542
R_20Osd2RzVE5YY5I,51,67,990.77,14.787611940298508,1095,16.34328358208955,6.228826535659747
R_20OviMsTBVJMnGX,76,76,2977.36,39.17578947368421,1391,18.30263157894737,7.8063951468561035
R_20S7crqtX9XLeBx,4,322,12618.94,39.189254658385096,1458,4.527950310559007,8.603262624916356
R_20T14Qh9qBuMaHv,9,38,1007.53,26.513947368421054,420,11.052631578947368,6.700743409595166
R_20TAzxGcUSMw2Gy,10,195,4150.43,21.28425641025641,1359,6.969230769230769,5.696724290844294
R_20TfrMlw0zMoVHi,9,109,3283.94,30.127889908256883,1455,13.34862385321101,5.856932654149876
R_20Tno99oqi4fxFc,33,75,1542.25,20.563333333333333,1336,17.813333333333333,6.112863260538543
R_20UOk2sYH5wzAuK,27,20,281.77,14.0885,432,21.6,4.700753055881822
R_20URm9nTtAT8LS4,3,332,13135.56,39.56493975903614,1441,4.340361445783133,8.22709486884851
R_20UwEYQV7dpm1dK,14,94,1852.8899999999999,19.71159574468085,1307,13.904255319148936,5.922516317481711
R_20UxPwlfYjaIV5k,8,442,16858.55,38.14151583710407,1458,3.2986425339366514,8.778463011043558
R_20V73ixsOYXCBbP,7,422,8161.82,19.34080568720379,1449,3.433649289099526,7.498182897937567
R_20V7srZUzANQQ4T,3,124,4056.09,32.71040322580645,1452,11.709677419354838,7.987969353703805
R_20VzvJRJfQuBK0A,58,150,3277.92,21.852800000000002,1453,9.686666666666667,6.247559198561878
R_20Yd9DvrGselmZY,2,1202,21732.41,18.08020798668885,1460,1.2146422628951747,8.571073237275552
R_20Z3XrmdVrFDp3r,0,486,9925.61,20.4230658436214,1460,3.0041152263374484,8.57197300084052
R_20rMPVuNlCXF2JH,19,43,2143.5,49.848837209302324,1212,28.186046511627907,5.863375461087746
R_210MlTBRwtBwWf6,29,89,663.15,7.451123595505618,558,6.269662921348314,4.7329475559299174
R_210V9S2KUSs9UGB,4,197,6942.34,35.24030456852792,1451,7.365482233502538,6.8786353804082845
R_210tLKdUbUZuf7O,2,889,21706.55,24.41681664791901,1446,1.626546681664792,8.888683641728257
R_214Wm7S7308feRf,25,88,3210.79,36.48625,1454,16.522727272727273,6.492618551177242
R_2168OvDHlcfRvmt,20,335,6294.88,18.79068656716418,1458,4.352238805970149,7.964360843837528
R_216WhvHrMypmTfl,2,50,1016.71,20.3342,432,8.64,6.343564039614894
R_216bCmDHZYPaK04,5,458,9498.98,20.740131004366813,1395,3.0458515283842793,8.137933697076154
R_216xuriUk2Z7xTX,1,27,592.89,21.95888888888889,761,28.185185185185187,6.633989260856816
R_217oxO4haoe4tcE,516,7,426.97,60.99571428571429,1134,162.0,6.005515370330642
R_21A4xxuYvBDTAQm,35,40,871.42,21.7855,1237,30.925,6.30962732681335
R_21B94A6XQ9h1HZb,4,128,3154.92,24.6478125,1374,10.734375,7.307631464786077
R_21BTXJTPRkjhIWZ,111,18,226.35999999999999,12.575555555555555,1255,69.72222222222223,5.632358077977835
R_21BehoUEuWS1JQC,2,284,4522.07,15.922781690140845,1454,5.119718309859155,6.909992773922329
R_21EtjPQuJMuZSHZ,13,89,2219.42,24.937303370786516,1444,16.224719101123597,6.1046146450406376
R_21G54IjScAJhDAM,6,240,4823.47,20.09779166666667,1444,6.016666666666667,6.619272886359587
R_21GPeeqYRjC1kb1,5,386,10676.1,27.658290155440415,1459,3.7797927461139897,8.0495260305013
R_21HZ93fyBrvys2R,11,407,10664.05,26.20159705159705,1458,3.5823095823095823,8.224611133620265
R_21aNrgZVQUA7xK3,1,189,4238.34,22.425079365079366,1434,7.587301587301587,6.91717081339183
R_21aYCi0i7rVh5FQ,17,139,2931.46,21.089640287769786,1291,9.287769784172662,7.177790049753848
R_21bvhwyClIEWwTm,1,220,3369.23,15.314681818181818,1457,6.622727272727273,7.166721468835772
R_21cTMQKilozlXBu,2,344,5615.69,16.324680232558137,1450,4.215116279069767,7.793549689280803
R_21cWNjOOx90MLTG,82,78,1557.27,19.965,1447,18.55128205128205,4.731097742585882
R_21dFIMOBbJdo4uT,213,10,354.6,35.46,284,28.4,5.954748694171323
R_21hd1YVMlulldVy,76,44,907.88,20.633636363636363,1449,32.93181818181818,4.973832987572151
R_21iH7SkDgNaQQ6b,2,355,5768.05,16.248028169014084,1199,3.3774647887323943,8.345799705153974
R_21j0vRI5h23O7fY,11,157,3753.82,23.90968152866242,1077,6.859872611464968,6.641704226656651
R_21nqmq6huNc0eNi,175,3,64.96000000000001,21.653333333333336,1350,450.0,6.1068224222160845
R_21ntohm9l0O4R0Y,0,452,15477.39,34.24201327433628,1459,3.22787610619469,7.250926456085574
R_21oJWIgfHT7JV10,4,77,1490.27,19.354155844155844,526,6.8311688311688314,7.383361931932672
R_21sMUAqjBZfdrER,5,53,800.0,15.09433962264151,1227,23.150943396226417,5.883461654556327
R_21t7tPEpo7aTEHh,12,35,910.85,26.024285714285714,1106,31.6,6.324950185423982
R_21tDv0WhjsIxabL,4,325,7322.58,22.531015384615383,1454,4.473846153846154,7.468604591527449
